annotator,document,system,corpus,score,,
39,65,pegasus,cnndm,5,,
39,65,prophetnet,cnndm,4,,
39,65,bart,cnndm,5,,
39,65,bertextabs,cnndm,5,,
40,66,pegasus,cnndm,5,,
40,66,prophetnet,cnndm,5,,
40,66,bart,cnndm,5,,
40,66,bertextabs,cnndm,5,,
40,67,pegasus,cnndm,5,,
40,67,prophetnet,cnndm,5,,
40,67,bart,cnndm,5,,
40,67,bertextabs,cnndm,5,,
40,68,pegasus,cnndm,5,,
40,68,prophetnet,cnndm,5,,
40,68,bart,cnndm,5,,
40,68,bertextabs,cnndm,5,,
40,69,pegasus,cnndm,5,,
40,69,prophetnet,cnndm,5,,
40,69,bart,cnndm,5,,
40,69,bertextabs,cnndm,5,,
40,70,pegasus,cnndm,5,,
40,70,prophetnet,cnndm,5,,
40,70,bart,cnndm,5,,
40,70,bertextabs,cnndm,5,,
41,66,pegasus,cnndm,3,,
41,66,prophetnet,cnndm,4,,
41,66,bart,cnndm,5,,
41,66,bertextabs,cnndm,4,,
41,67,pegasus,cnndm,3,,
41,67,prophetnet,cnndm,4,,
41,67,bart,cnndm,5,,
41,67,bertextabs,cnndm,3,,
41,68,pegasus,cnndm,3,,
41,68,prophetnet,cnndm,5,,
41,68,bart,cnndm,5,,
41,68,bertextabs,cnndm,4,,
41,69,pegasus,cnndm,4,,
41,69,prophetnet,cnndm,3,,
41,69,bart,cnndm,4,,
41,69,bertextabs,cnndm,5,,
41,70,pegasus,cnndm,5,,
41,70,prophetnet,cnndm,4,,
41,70,bart,cnndm,3,,
41,70,bertextabs,cnndm,4,,
42,66,pegasus,cnndm,4,,
42,66,prophetnet,cnndm,4,,
42,66,bart,cnndm,3,,
42,66,bertextabs,cnndm,3,,
42,67,pegasus,cnndm,4,,
42,67,prophetnet,cnndm,3,,
42,67,bart,cnndm,3,,
42,67,bertextabs,cnndm,2,,
42,68,pegasus,cnndm,4,,
42,68,prophetnet,cnndm,3,,
42,68,bart,cnndm,3,,
42,68,bertextabs,cnndm,3,,
42,69,pegasus,cnndm,2,,
42,69,prophetnet,cnndm,2,,
42,69,bart,cnndm,2,,
42,69,bertextabs,cnndm,3,,
42,70,pegasus,cnndm,3,,
42,70,prophetnet,cnndm,3,,
42,70,bart,cnndm,4,,
42,70,bertextabs,cnndm,4,,
43,71,pegasus,cnndm,4,,
43,71,prophetnet,cnndm,4,,
43,71,bart,cnndm,3,,
43,71,bertextabs,cnndm,5,,
43,72,pegasus,cnndm,4,,
43,72,prophetnet,cnndm,3,,
43,72,bart,cnndm,4,,
43,72,bertextabs,cnndm,3,,
43,73,pegasus,cnndm,4,,
43,73,prophetnet,cnndm,4,,
43,73,bart,cnndm,4,,
43,73,bertextabs,cnndm,3,,
43,74,pegasus,cnndm,4,,
43,74,prophetnet,cnndm,3,,
43,74,bart,cnndm,4,,
43,74,bertextabs,cnndm,4,,
43,75,pegasus,cnndm,3,,
43,75,prophetnet,cnndm,4,,
43,75,bart,cnndm,4,,
43,75,bertextabs,cnndm,5,,
44,71,pegasus,cnndm,5,,
44,71,prophetnet,cnndm,3,,
44,71,bart,cnndm,4,,
44,71,bertextabs,cnndm,2,,
44,72,pegasus,cnndm,5,,
44,72,prophetnet,cnndm,5,,
44,72,bart,cnndm,5,,
44,72,bertextabs,cnndm,4,,
44,73,pegasus,cnndm,5,,
44,73,prophetnet,cnndm,5,,
44,73,bart,cnndm,5,,
44,73,bertextabs,cnndm,4,,
44,74,pegasus,cnndm,4,,
44,74,prophetnet,cnndm,5,,
44,74,bart,cnndm,5,,
44,74,bertextabs,cnndm,2,,
44,75,pegasus,cnndm,1,,
44,75,prophetnet,cnndm,3,,
44,75,bart,cnndm,1,,
44,75,bertextabs,cnndm,5,,
45,71,pegasus,cnndm,5,,
45,71,prophetnet,cnndm,5,,
45,71,bart,cnndm,5,,
45,71,bertextabs,cnndm,3,,
45,72,pegasus,cnndm,4,,
45,72,prophetnet,cnndm,5,,
45,72,bart,cnndm,2,,
45,72,bertextabs,cnndm,5,,
45,73,pegasus,cnndm,4,,
45,73,prophetnet,cnndm,5,,
45,73,bart,cnndm,5,,
45,73,bertextabs,cnndm,4,,
45,74,pegasus,cnndm,4,,
45,74,prophetnet,cnndm,3,,
45,74,bart,cnndm,5,,
45,74,bertextabs,cnndm,4,,
45,75,pegasus,cnndm,5,,
45,75,prophetnet,cnndm,4,,
45,75,bart,cnndm,1,,
45,75,bertextabs,cnndm,5,,
46,76,pegasus,cnndm,4,,
46,76,prophetnet,cnndm,3,,
46,76,bart,cnndm,3,,
46,76,bertextabs,cnndm,3,,
46,77,pegasus,cnndm,3,,
46,77,prophetnet,cnndm,4,,
46,77,bart,cnndm,4,,
46,77,bertextabs,cnndm,2,,
46,78,pegasus,cnndm,3,,
46,78,prophetnet,cnndm,4,,
46,78,bart,cnndm,4,,
46,78,bertextabs,cnndm,4,,
46,79,pegasus,cnndm,2,,
46,79,prophetnet,cnndm,4,,
46,79,bart,cnndm,4,,
46,79,bertextabs,cnndm,3,,
46,80,pegasus,cnndm,4,,
46,80,prophetnet,cnndm,4,,
46,80,bart,cnndm,3,,
46,80,bertextabs,cnndm,3,,
47,76,pegasus,cnndm,3,,
47,76,prophetnet,cnndm,4,,
47,76,bart,cnndm,4,,
47,76,bertextabs,cnndm,5,,
47,77,pegasus,cnndm,4,,
47,77,prophetnet,cnndm,5,,
47,77,bart,cnndm,5,,
47,77,bertextabs,cnndm,4,,
47,78,pegasus,cnndm,4,,
47,78,prophetnet,cnndm,2,,
47,78,bart,cnndm,4,,
47,78,bertextabs,cnndm,3,,
47,79,pegasus,cnndm,2,,
47,79,prophetnet,cnndm,2,,
47,79,bart,cnndm,2,,
47,79,bertextabs,cnndm,2,,
47,80,pegasus,cnndm,3,,
47,80,prophetnet,cnndm,4,,
47,80,bart,cnndm,3,,
47,80,bertextabs,cnndm,4,,
48,76,pegasus,cnndm,3,,
48,76,prophetnet,cnndm,3,,
48,76,bart,cnndm,5,,
48,76,bertextabs,cnndm,4,,
48,77,pegasus,cnndm,5,,
48,77,prophetnet,cnndm,5,,
48,77,bart,cnndm,5,,
48,77,bertextabs,cnndm,5,,
48,78,pegasus,cnndm,5,,
48,78,prophetnet,cnndm,2,,
48,78,bart,cnndm,4,,
48,78,bertextabs,cnndm,5,,
48,79,pegasus,cnndm,3,,
48,79,prophetnet,cnndm,3,,
48,79,bart,cnndm,4,,
48,79,bertextabs,cnndm,4,,
48,80,pegasus,cnndm,3,,
48,80,prophetnet,cnndm,5,,
48,80,bart,cnndm,3,,
48,80,bertextabs,cnndm,4,,
49,81,pegasus,cnndm,4,,
49,81,prophetnet,cnndm,5,,
49,81,bart,cnndm,3,,
49,81,bertextabs,cnndm,4,,
49,82,pegasus,cnndm,4,,
49,82,prophetnet,cnndm,2,,
49,82,bart,cnndm,3,,
49,82,bertextabs,cnndm,4,,
49,83,pegasus,cnndm,5,,
49,83,prophetnet,cnndm,4,,
49,83,bart,cnndm,5,,
49,83,bertextabs,cnndm,2,,
49,84,pegasus,cnndm,5,,
49,84,prophetnet,cnndm,4,,
49,84,bart,cnndm,3,,
49,84,bertextabs,cnndm,4,,
49,85,pegasus,cnndm,3,,
49,85,prophetnet,cnndm,4,,
49,85,bart,cnndm,5,,
49,85,bertextabs,cnndm,3,,
50,81,pegasus,cnndm,4,,
50,81,prophetnet,cnndm,4,,
50,81,bart,cnndm,4,,
50,81,bertextabs,cnndm,4,,
50,82,pegasus,cnndm,2,,
50,82,prophetnet,cnndm,4,,
50,82,bart,cnndm,4,,
50,82,bertextabs,cnndm,4,,
50,83,pegasus,cnndm,3,,
50,83,prophetnet,cnndm,4,,
50,83,bart,cnndm,4,,
50,83,bertextabs,cnndm,3,,
50,84,pegasus,cnndm,4,,
50,84,prophetnet,cnndm,4,,
50,84,bart,cnndm,3,,
50,84,bertextabs,cnndm,3,,
50,85,pegasus,cnndm,4,,
50,85,prophetnet,cnndm,2,,
50,85,bart,cnndm,4,,
50,85,bertextabs,cnndm,4,,
51,81,pegasus,cnndm,3,,
51,81,prophetnet,cnndm,4,,
51,81,bart,cnndm,4,,
51,81,bertextabs,cnndm,4,,
51,82,pegasus,cnndm,2,,
51,82,prophetnet,cnndm,4,,
51,82,bart,cnndm,5,,
51,82,bertextabs,cnndm,3,,
51,83,pegasus,cnndm,5,,
51,83,prophetnet,cnndm,4,,
51,83,bart,cnndm,4,,
51,83,bertextabs,cnndm,4,,
51,84,pegasus,cnndm,4,,
51,84,prophetnet,cnndm,3,,
51,84,bart,cnndm,2,,
51,84,bertextabs,cnndm,2,,
51,85,pegasus,cnndm,2,,
51,85,prophetnet,cnndm,4,,
51,85,bart,cnndm,5,,
51,85,bertextabs,cnndm,4,,
52,86,pegasus,cnndm,5,,
52,86,prophetnet,cnndm,5,,
52,86,bart,cnndm,5,,
52,86,bertextabs,cnndm,4,,
52,87,pegasus,cnndm,5,,
52,87,prophetnet,cnndm,4,,
52,87,bart,cnndm,4,,
52,87,bertextabs,cnndm,5,,
52,88,pegasus,cnndm,5,,
52,88,prophetnet,cnndm,5,,
52,88,bart,cnndm,4,,
52,88,bertextabs,cnndm,5,,
52,89,pegasus,cnndm,4,,
52,89,prophetnet,cnndm,5,,
52,89,bart,cnndm,5,,
52,89,bertextabs,cnndm,5,,
52,90,pegasus,cnndm,5,,
52,90,prophetnet,cnndm,4,,
52,90,bart,cnndm,5,,
52,90,bertextabs,cnndm,5,,
53,86,pegasus,cnndm,1,,
53,86,prophetnet,cnndm,1,,
53,86,bart,cnndm,2,,
53,86,bertextabs,cnndm,3,,
53,87,pegasus,cnndm,3,,
53,87,prophetnet,cnndm,3,,
53,87,bart,cnndm,3,,
53,87,bertextabs,cnndm,3,,
53,88,pegasus,cnndm,3,,
53,88,prophetnet,cnndm,3,,
53,88,bart,cnndm,3,,
53,88,bertextabs,cnndm,2,,
53,89,pegasus,cnndm,2,,
53,89,prophetnet,cnndm,3,,
53,89,bart,cnndm,2,,
53,89,bertextabs,cnndm,3,,
53,90,pegasus,cnndm,3,,
53,90,prophetnet,cnndm,3,,
53,90,bart,cnndm,4,,
53,90,bertextabs,cnndm,2,,
54,86,pegasus,cnndm,2,,
54,86,prophetnet,cnndm,4,,
54,86,bart,cnndm,4,,
54,86,bertextabs,cnndm,3,,
54,87,pegasus,cnndm,3,,
54,87,prophetnet,cnndm,4,,
54,87,bart,cnndm,3,,
54,87,bertextabs,cnndm,3,,
54,88,pegasus,cnndm,1,,
54,88,prophetnet,cnndm,2,,
54,88,bart,cnndm,2,,
54,88,bertextabs,cnndm,3,,
54,89,pegasus,cnndm,4,,
54,89,prophetnet,cnndm,3,,
54,89,bart,cnndm,4,,
54,89,bertextabs,cnndm,3,,
54,90,pegasus,cnndm,3,,
54,90,prophetnet,cnndm,2,,
54,90,bart,cnndm,3,,
54,90,bertextabs,cnndm,2,,
55,91,pegasus,cnndm,4,,
55,91,prophetnet,cnndm,5,,
55,91,bart,cnndm,5,,
55,91,bertextabs,cnndm,5,,
55,92,pegasus,cnndm,5,,
55,92,prophetnet,cnndm,1,,
55,92,bart,cnndm,5,,
55,92,bertextabs,cnndm,5,,
55,93,pegasus,cnndm,5,,
55,93,prophetnet,cnndm,5,,
55,93,bart,cnndm,5,,
55,93,bertextabs,cnndm,5,,
55,94,pegasus,cnndm,5,,
55,94,prophetnet,cnndm,5,,
55,94,bart,cnndm,5,,
55,94,bertextabs,cnndm,5,,
55,95,pegasus,cnndm,5,,
55,95,prophetnet,cnndm,5,,
55,95,bart,cnndm,5,,
55,95,bertextabs,cnndm,5,,
56,91,pegasus,cnndm,5,,
56,91,prophetnet,cnndm,4,,
56,91,bart,cnndm,4,,
56,91,bertextabs,cnndm,3,,
56,92,pegasus,cnndm,4,,
56,92,prophetnet,cnndm,3,,
56,92,bart,cnndm,5,,
56,92,bertextabs,cnndm,4,,
56,93,pegasus,cnndm,5,,
56,93,prophetnet,cnndm,3,,
56,93,bart,cnndm,4,,
56,93,bertextabs,cnndm,4,,
56,94,pegasus,cnndm,5,,
56,94,prophetnet,cnndm,4,,
56,94,bart,cnndm,3,,
56,94,bertextabs,cnndm,5,,
56,95,pegasus,cnndm,3,,
56,95,prophetnet,cnndm,2,,
56,95,bart,cnndm,4,,
56,95,bertextabs,cnndm,5,,
57,91,pegasus,cnndm,2,,
57,91,prophetnet,cnndm,4,,
57,91,bart,cnndm,4,,
57,91,bertextabs,cnndm,4,,
57,92,pegasus,cnndm,4,,
57,92,prophetnet,cnndm,3,,
57,92,bart,cnndm,5,,
57,92,bertextabs,cnndm,3,,
57,93,pegasus,cnndm,5,,
57,93,prophetnet,cnndm,4,,
57,93,bart,cnndm,4,,
57,93,bertextabs,cnndm,2,,
57,94,pegasus,cnndm,5,,
57,94,prophetnet,cnndm,4,,
57,94,bart,cnndm,4,,
57,94,bertextabs,cnndm,5,,
57,95,pegasus,cnndm,3,,
57,95,prophetnet,cnndm,4,,
57,95,bart,cnndm,3,,
57,95,bertextabs,cnndm,5,,
58,96,pegasus,cnndm,3,,
58,96,prophetnet,cnndm,3,,
58,96,bart,cnndm,4,,
58,96,bertextabs,cnndm,3,,
58,97,pegasus,cnndm,3,,
58,97,prophetnet,cnndm,4,,
58,97,bart,cnndm,4,,
58,97,bertextabs,cnndm,4,,
58,98,pegasus,cnndm,4,,
58,98,prophetnet,cnndm,4,,
58,98,bart,cnndm,5,,
58,98,bertextabs,cnndm,3,,
58,99,pegasus,cnndm,4,,
58,99,prophetnet,cnndm,4,,
58,99,bart,cnndm,4,,
58,99,bertextabs,cnndm,3,,
58,100,pegasus,cnndm,3,,
58,100,prophetnet,cnndm,4,,
58,100,bart,cnndm,4,,
58,100,bertextabs,cnndm,3,,
59,96,pegasus,cnndm,5,,
59,96,prophetnet,cnndm,4,,
59,96,bart,cnndm,4,,
59,96,bertextabs,cnndm,5,,
59,97,pegasus,cnndm,4,,
59,97,prophetnet,cnndm,5,,
59,97,bart,cnndm,5,,
59,97,bertextabs,cnndm,5,,
59,98,pegasus,cnndm,5,,
59,98,prophetnet,cnndm,4,,
59,98,bart,cnndm,5,,
59,98,bertextabs,cnndm,5,,
59,99,pegasus,cnndm,4,,
59,99,prophetnet,cnndm,4,,
59,99,bart,cnndm,5,,
59,99,bertextabs,cnndm,4,,
59,100,pegasus,cnndm,5,,
59,100,prophetnet,cnndm,3,,
59,100,bart,cnndm,5,,
59,100,bertextabs,cnndm,5,,
60,96,pegasus,cnndm,5,,
60,96,prophetnet,cnndm,5,,
60,96,bart,cnndm,5,,
60,96,bertextabs,cnndm,5,,
60,97,pegasus,cnndm,3,,
60,97,prophetnet,cnndm,4,,
60,97,bart,cnndm,4,,
60,97,bertextabs,cnndm,5,,
60,98,pegasus,cnndm,5,,
60,98,prophetnet,cnndm,5,,
60,98,bart,cnndm,5,,
60,98,bertextabs,cnndm,4,,
60,99,pegasus,cnndm,5,,
60,99,prophetnet,cnndm,4,,
60,99,bart,cnndm,3,,
60,99,bertextabs,cnndm,4,,
60,100,pegasus,cnndm,4,,
60,100,prophetnet,cnndm,4,,
60,100,bart,cnndm,5,,
60,100,bertextabs,cnndm,1,,
